"path";"PDF";"original";"extracted";"PublicationType";"Title";"Publicationtype";"Abstract";"Keywords";"Authors";"Emails";"Author-Emails";"Affiliations";"Author-Affiliations";"Source";"Volume";"Issue";"Page from";"Page to";"Location";"Date";"Doi";"Sections";"Section-Levels";"Section-References";"References";"Precision";"Recall";"F1"
"TUW-228620";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-228620.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-228620-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-228620-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"0,00";"75,00";"0,00";"0,00";"57,14";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"76,92";"NA";"40,00";"93,33";"68,50";"43,87";"45,89"
"TUW-231707";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-231707.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-231707-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-231707-xstream.xml"")";"Buchbeiträge";"100,00";"0,00";"100,00";"NA";"100,00";"NA";"NA";"50,00";"50,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"86,96";"86,96";"0,00";"0,00";"72,73";"56,67";"57,39"
"TUW-233317";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-233317.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-233317-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-233317-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"100,00";"83,33";"75,00";"100,00";"0,00";"100,00";"75,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"100,00";"100,00";"87,18";"87,18";"87,18"
"TUW-233657";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-233657.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-233657-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-233657-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"100,00";"66,67";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"66,67";"100,00";"92,59";"64,10";"64,10"
"TUW-236063";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-236063.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-236063-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-236063-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"100,00";"NA";"100,00";"NA";"NA";"66,67";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"66,67";"0,00";"0,00";"85,71";"75,00";"60,00";"61,90"
"TUW-236120";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-236120.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-236120-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-236120-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"100,00";"0,00";"100,00";"100,00";"100,00";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"81,48";"90,91";"25,00";"81,08";"90,44";"82,78";"82,96"
"TUW-237297";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-237297.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-237297-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-237297-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"0,00";"75,00";"100,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"60,00";"NA";"50,00";"88,89";"75,84";"66,36";"63,77"
"TUW-240858";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-240858.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-240858-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-240858-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"100,00";"NA";"100,00";"100,00";"100,00";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"76,92";"90,91";"33,33";"100,00";"93,45";"90,97";"91,76"
"TUW-245336";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-245336.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-245336-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-245336-xstream.xml"")";"Buchbeiträge";"100,00";"0,00";"100,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"50,00";"66,67";"33,33";"97,78";"72,92";"66,12";"68,47"
"TUW-245799";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-245799.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-245799-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-245799-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"75,00";"100,00";"57,14";"93,33";"77,31";"49,23";"48,11"
"TUW-247301";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-247301.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-247301-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-247301-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"100,00";"85,71";"85,71";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"85,71";"100,00";"66,67";"100,00";"93,18";"95,45";"93,07"
"TUW-247741";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-247741.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-247741-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-247741-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"100,00";"33,33";"100,00";"NA";"NA";"66,67";"100,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"73,68";"70,00";"0,00";"100,00";"80,81";"68,08";"70,31"
"TUW-247743";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-247743.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-247743-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-247743-xstream.xml"")";"Diplom- oder Masterarbeiten";"100,00";"0,00";"0,00";"NA";"40,00";"NA";"NA";"100,00";"40,00";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"NA";"81,58";"80,00";"0,00";"90,48";"59,07";"52,58";"44,34"
"TUW-251544";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-251544.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-251544-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-251544-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"87,50";"87,50";"0,00";"76,19";"81,88";"49,83";"50,09"
"TUW-252847";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-252847.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-252847-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-252847-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"100,00";"NA";"66,67";"60,00";"40,00";"100,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"93,33";"100,00";"40,00";"100,00";"76,04";"64,29";"64,29"
"TUW-255712";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-255712.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-255712-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-255712-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"0,00";"NA";"100,00";"NA";"NA";"100,00";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"93,88";"85,12";"74,00";"74,23"
"TUW-256654";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-256654.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-256654-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-256654-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"0,00";"NA";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"87,50";"93,33";"0,00";"0,00";"60,94";"39,58";"40,07"
"TUW-257397";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-257397.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-257397-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-257397-xstream.xml"")";"Buchbeiträge";"100,00";"0,00";"100,00";"NA";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"96,55";"100,00";"94,12";"98,30";"84,86";"58,33";"57,41"
"TUW-257870";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\groundtruth\TUW-257870.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\result\result-TUW-257870-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.4.4\MethodDemos\output\extracted\grobid\grobid-TUW-257870-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"100,00";"100,00";"50,00";"50,00";"100,00";"50,00";"100,00";"50,00";"0,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"100,00";"NA";"50,00";"75,00";"75,83";"67,86";"66,07"
