"path";"PDF";"original";"extracted";"PublicationType";"Id";"Marker";"Title";"Source";"Publisher";"Editor";"Authors";"Edition";"Location";"Volume";"Issue";"Chapter";"Note";"Page from";"Page to";"Date";"Doi";"Url";"Precision";"Recall";"F1"
"TUW-139299-ref5";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-1392995.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-1392995-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-1392995-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"50,00";"28,57";"28,57"
"TUW-139299-ref6";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-1392996.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-1392996-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-1392996-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"6,90";"NA";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"0,00";"NA";"NA";"88,39";"70,67";"70,69"
"TUW-139299-ref7";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-1392997.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-1392997-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-1392997-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"0,00";"NA";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"0,00";"NA";"NA";"66,67";"50,00";"50,00"
"TUW-139299-ref8";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-1392998.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-1392998-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-1392998-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"0,00";"0,00";"NA";"0,00";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"50,00";"25,00";"25,00"
"TUW-139299-ref9";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-1392999.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-1392999-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-1392999-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"0,00";"NA";"NA";"NA";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"0,00";"NA";"NA";"100,00";"70,00";"70,00"
"TUW-139299-ref10";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-13929910.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-13929910-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-13929910-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"100,00";"NA";"NA";"90,91";"NA";"NA";"100,00";"0,00";"NA";"NA";"100,00";"100,00";"0,00";"NA";"NA";"97,62";"70,00";"69,09"
"TUW-139299-ref11";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-13929911.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-13929911-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-13929911-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"100,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"0,00";"66,67";"33,33";"28,57"
"TUW-139769-ref31";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-13976931.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-13976931-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-13976931-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"100,00";"100,00";"NA";"NA";"100,00";"100,00";"0,00";"NA";"NA";"87,50";"70,00";"70,00"
"TUW-139769-ref32";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-13976932.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-13976932-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-13976932-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"0,00";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"75,00";"42,86";"42,86"
"TUW-139769-ref33";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-13976933.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-13976933-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-13976933-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"0,00";"NA";"NA";"83,33";"62,50";"62,50"
"TUW-139769-ref34";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\groundtruth\TUW-13976934.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\result\result-TUW-13976934-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-0.5.6\MethodDemos\output\extracted\cermine\cermine-TUW-13976934-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"100,00";"100,00";"NA";"NA";"100,00";"NA";"NA";"NA";"NA";"NA";"NA";"100,00";"100,00";"0,00";"NA";"NA";"83,33";"62,50";"62,50"
