"File";"Precision";"Recall";"F1"
"TUW-223973-ref2";"75,00";"45,00";"45,00";"10"
"TUW-223973-ref3";"100,00";"83,33";"83,33";"6"
"TUW-223973-ref4";"58,75";"36,72";"29,38";"8"
"TUW-223973-ref5";"100,00";"60,00";"60,00";"10"
"TUW-223973-ref6";"60,00";"42,86";"33,33";"7"
"TUW-223973-ref7";"75,00";"45,00";"45,00";"10"
"TUW-223973-ref8";"100,00";"60,00";"60,00";"10"
"TUW-223973-ref9";"100,00";"60,00";"60,00";"10"
"TUW-223973-ref10";"66,67";"54,55";"50,00";"11"
"TUW-223973-ref11";"77,78";"46,67";"46,67";"10"
"TUW-223973-ref12";"66,67";"57,14";"50,00";"7"
"TUW-223973-ref13";"80,00";"50,00";"50,00";"8"
"TUW-223973-ref15";"83,33";"55,56";"55,56";"9"
"TUW-223973-ref16";"50,00";"40,00";"33,33";"5"
"TUW-223973-ref17";"33,33";"20,00";"20,00";"5"
"TUW-223973-ref18";"69,44";"42,00";"41,82";"10"
"TUW-223973-ref19";"50,00";"40,00";"33,33";"5"
"TUW-223973-ref20";"83,33";"71,43";"71,43";"7"
"TUW-223973-ref21";"44,44";"33,33";"33,33";"12"
"TUW-223973-ref22";"62,50";"31,25";"31,25";"8"
"TUW-223973-ref23";"68,57";"43,64";"43,64";"11"
"TUW-225252-ref1";"85,71";"60,00";"60,00";"10"
"TUW-225252-ref2";"100,00";"62,50";"62,50";"8"
"TUW-225252-ref3";"100,00";"66,67";"66,67";"9"
"TUW-225252-ref4";"44,44";"36,36";"30,77";"11"
"TUW-225252-ref5";"93,33";"46,67";"46,67";"10"
"TUW-225252-ref6";"100,00";"50,00";"50,00";"8"
"TUW-226000-ref1";"60,00";"37,50";"33,33";"8"
"TUW-226000-ref2";"83,33";"55,56";"55,56";"9"
"TUW-226000-ref3";"66,67";"40,00";"40,00";"5"
"TUW-226000-ref4";"100,00";"57,14";"57,14";"7"
"TUW-226000-ref5";"75,00";"42,86";"42,86";"7"
"TUW-226000-ref6";"75,00";"42,86";"42,86";"7"
"TUW-226000-ref7";"100,00";"57,14";"57,14";"7"
"TUW-226000-ref9";"50,00";"33,33";"33,33";"6"
"TUW-226000-ref10";"66,67";"44,44";"44,44";"9"
"TUW-226000-ref12";"33,33";"17,86";"18,37";"7"
"TUW-226000-ref13";"50,00";"25,00";"25,00";"8"
"TUW-228620-ref1";"40,00";"33,33";"25,00";"6"
"TUW-228620-ref2";"80,00";"50,00";"50,00";"8"
"TUW-228620-ref3";"60,00";"47,62";"48,72";"6"
"TUW-228620-ref4";"71,43";"45,45";"45,45";"11"
"TUW-228620-ref5";"80,00";"66,67";"66,67";"6"
"TUW-228620-ref6";"71,43";"45,45";"45,45";"11"
"TUW-228620-ref7";"25,00";"16,67";"14,29";"6"
"TUW-228620-ref8";"50,00";"30,00";"30,00";"10"
"TUW-228620-ref9";"50,00";"30,00";"30,00";"10"
"TUW-228620-ref10";"71,43";"45,45";"45,45";"11"
"TUW-228620-ref11";"60,00";"50,00";"50,00";"6"
"TUW-228620-ref12";"25,00";"20,00";"16,67";"5"
"TUW-228620-ref13";"71,43";"45,45";"45,45";"11"
"TUW-228620-ref14";"71,43";"45,45";"45,45";"11"
"TUW-228620-ref16";"16,67";"16,67";"12,50";"6"
"TUW-228620-ref17";"57,14";"36,36";"36,36";"11"
"TUW-228620-ref18";"40,00";"22,22";"22,22";"9"
"TUW-228620-ref19";"20,00";"12,50";"11,11";"8"
"TUW-228620-ref20";"57,14";"36,36";"36,36";"11"
"TUW-228620-ref21";"20,00";"11,11";"11,11";"9"
"TUW-228620-ref22";"66,67";"36,36";"36,36";"11"
"TUW-228620-ref23";"40,00";"22,22";"22,22";"9"
"TUW-228620-ref24";"57,14";"36,36";"36,36";"11"
"TUW-228620-ref25";"25,00";"11,11";"11,11";"9"
"TUW-228620-ref26";"20,00";"16,67";"12,50";"6"
"TUW-228620-ref27";"50,00";"33,33";"33,33";"9"
"TUW-228620-ref28";"40,00";"22,22";"22,22";"9"
"TUW-228620-ref29";"40,00";"28,57";"25,00";"7"
"TUW-228620-ref30";"50,00";"33,33";"33,33";"9"
"TUW-228620-ref31";"57,14";"36,36";"36,36";"11"
"TUW-228620-ref32";"0,00";"0,00";"0,00";"6"
"TUW-228620-ref33";"42,86";"33,33";"30,00";"9"
"TUW-228620-ref34";"57,14";"36,36";"36,36";"11"
"TUW-228620-ref35";"40,00";"22,22";"22,22";"9"
"TUW-228620-ref36";"57,14";"36,36";"36,36";"11"
"TUW-228620-ref37";"38,89";"25,00";"24,00";"10"
"TUW-228620-ref38";"42,86";"27,27";"27,27";"11"
"TUW-228620-ref39";"42,86";"27,27";"27,27";"11"
"TUW-228620-ref40";"57,14";"36,36";"36,36";"11"
"TUW-228620-ref41";"50,00";"30,00";"30,00";"10"
"TUW-228620-ref42";"57,14";"36,36";"36,36";"11"
"TUW-228620-ref43";"50,00";"30,00";"30,00";"10"
"TUW-228620-ref44";"40,00";"22,22";"22,22";"9"
"TUW-228620-ref45";"40,00";"20,00";"20,00";"10"
"TUW-231707-ref1";"25,00";"25,00";"16,67";"4"
"TUW-233317-ref1";"62,50";"45,45";"45,45";"11"
"TUW-233317-ref2";"66,67";"57,14";"57,14";"7"
"TUW-233317-ref3";"62,50";"45,45";"41,67";"11"
"TUW-233317-ref4";"100,00";"66,67";"66,67";"9"
"TUW-233317-ref5";"71,43";"55,56";"55,56";"9"
"TUW-233317-ref6";"57,14";"40,00";"40,00";"10"
"TUW-233317-ref7";"100,00";"60,00";"60,00";"10"
"TUW-233317-ref8";"57,14";"40,00";"40,00";"10"
"TUW-233317-ref9";"55,56";"45,45";"38,46";"11"
"TUW-233317-ref10";"66,67";"44,44";"44,44";"9"
"TUW-233317-ref11";"83,33";"50,00";"50,00";"10"
"TUW-233317-ref12";"50,00";"42,86";"42,86";"7"
"TUW-233317-ref13";"57,14";"40,00";"40,00";"10"
"TUW-233317-ref14";"100,00";"60,00";"60,00";"10"
"TUW-233657-ref1";"50,00";"37,50";"33,33";"8"
"TUW-233657-ref2";"57,14";"40,00";"36,36";"10"
"TUW-233657-ref3";"66,67";"44,44";"44,44";"9"
"TUW-233657-ref4";"100,00";"44,44";"44,44";"9"
"TUW-233657-ref5";"100,00";"83,33";"83,33";"6"
"TUW-233657-ref6";"60,00";"33,33";"33,33";"9"
"TUW-233657-ref9";"83,33";"50,00";"50,00";"10"
"TUW-233657-ref10";"83,33";"50,00";"50,00";"10"
"TUW-233657-ref11";"83,33";"50,00";"50,00";"10"
"TUW-233657-ref12";"50,00";"42,86";"42,86";"7"
"TUW-233657-ref13";"33,33";"25,00";"22,22";"8"
"TUW-236063-ref1";"57,14";"57,14";"50,00";"7"
"TUW-236063-ref2";"66,67";"57,14";"57,14";"7"
"TUW-236063-ref4";"33,33";"28,57";"28,57";"7"
"TUW-236120-ref2";"50,00";"40,00";"33,33";"5"
"TUW-236120-ref3";"80,00";"57,14";"57,14";"7"
"TUW-236120-ref4";"50,00";"40,00";"33,33";"5"
"TUW-236120-ref5";"66,67";"50,00";"50,00";"8"
"TUW-236120-ref8";"57,14";"44,44";"44,44";"9"
"TUW-236120-ref10";"50,00";"28,57";"28,57";"7"
"TUW-236120-ref12";"28,57";"28,57";"22,22";"7"
"TUW-236120-ref15";"60,00";"50,00";"42,86";"6"
"TUW-236120-ref16";"30,00";"25,00";"21,43";"6"
"TUW-236120-ref17";"40,00";"33,33";"25,00";"6"
"TUW-236120-ref18";"75,00";"50,00";"50,00";"6"
"TUW-237297-ref1";"66,67";"57,14";"57,14";"7"
"TUW-237297-ref2";"14,29";"14,29";"12,50";"7"
"TUW-237297-ref4";"20,00";"11,11";"10,00";"9"
"TUW-237297-ref6";"100,00";"60,00";"60,00";"10"
"TUW-237297-ref7";"50,00";"33,33";"33,33";"6"
"TUW-237297-ref8";"57,14";"40,00";"40,00";"10"
"TUW-240858-ref1";"80,00";"57,14";"57,14";"7"
"TUW-240858-ref2";"100,00";"55,56";"55,56";"9"
"TUW-240858-ref3";"73,33";"40,74";"40,74";"9"
"TUW-240858-ref4";"73,33";"45,83";"45,83";"8"
"TUW-240858-ref5";"100,00";"60,00";"60,00";"10"
"TUW-240858-ref6";"100,00";"62,50";"62,50";"8"
"TUW-240858-ref8";"100,00";"66,67";"66,67";"6"
"TUW-240858-ref9";"80,00";"66,67";"57,14";"6"
"TUW-240858-ref10";"100,00";"60,00";"60,00";"10"
"TUW-240858-ref11";"50,00";"31,25";"31,25";"8"
"TUW-240858-ref12";"100,00";"62,50";"62,50";"8"
"TUW-240858-ref13";"100,00";"60,00";"60,00";"10"
"TUW-245336-ref1";"83,33";"50,00";"50,00";"10"
"TUW-245336-ref2";"66,67";"44,44";"44,44";"9"
"TUW-245336-ref3";"51,28";"34,26";"34,22";"9"
"TUW-245336-ref4";"83,33";"50,00";"50,00";"10"
"TUW-245336-ref5";"83,33";"50,00";"50,00";"10"
"TUW-245336-ref6";"80,00";"44,44";"44,44";"9"
"TUW-245336-ref7";"80,00";"50,00";"50,00";"8"
"TUW-245336-ref8";"50,00";"25,00";"25,00";"8"
"TUW-245336-ref9";"50,00";"22,22";"22,22";"9"
"TUW-245336-ref10";"80,00";"50,00";"50,00";"8"
"TUW-245336-ref11";"60,00";"33,33";"33,33";"9"
"TUW-245336-ref12";"66,67";"44,44";"44,44";"9"
"TUW-245336-ref13";"66,67";"50,00";"44,44";"8"
"TUW-245336-ref14";"60,00";"42,86";"42,86";"7"
"TUW-245336-ref16";"66,67";"40,00";"40,00";"10"
"TUW-245336-ref17";"57,14";"40,00";"40,00";"10"
"TUW-245336-ref18";"25,00";"16,67";"16,67";"6"
"TUW-245336-ref19";"71,43";"50,00";"50,00";"10"
"TUW-245336-ref20";"60,00";"37,50";"37,50";"8"
"TUW-245336-ref21";"66,67";"40,00";"40,00";"10"
"TUW-245336-ref22";"40,00";"25,00";"25,00";"8"
"TUW-245336-ref23";"60,00";"50,00";"50,00";"6"
"TUW-245799-ref1";"83,33";"71,43";"71,43";"7"
"TUW-245799-ref2";"83,33";"45,45";"41,67";"11"
"TUW-245799-ref3";"75,00";"50,00";"50,00";"6"
"TUW-245799-ref4";"90,00";"71,43";"66,67";"7"
"TUW-245799-ref5";"80,00";"40,00";"40,00";"10"
"TUW-245799-ref6";"80,00";"57,14";"57,14";"7"
"TUW-247301-ref1";"73,33";"40,74";"40,74";"9"
"TUW-247301-ref2";"100,00";"55,56";"55,56";"9"
"TUW-247301-ref3";"75,00";"50,00";"50,00";"6"
"TUW-247301-ref4";"75,00";"50,00";"50,00";"6"
"TUW-247301-ref5";"100,00";"71,43";"71,43";"7"
"TUW-247301-ref6";"100,00";"62,50";"62,50";"8"
"TUW-247301-ref7";"100,00";"62,50";"62,50";"8"
"TUW-247741-ref1";"50,00";"34,38";"35,71";"8"
"TUW-247741-ref2";"100,00";"50,00";"50,00";"8"
"TUW-247741-ref3";"80,00";"50,00";"50,00";"8"
"TUW-247741-ref4";"80,00";"50,00";"50,00";"8"
"TUW-247741-ref5";"66,67";"44,44";"44,44";"9"
"TUW-247741-ref6";"100,00";"55,56";"55,56";"9"
"TUW-247741-ref7";"66,67";"44,44";"44,44";"9"
"TUW-247741-ref8";"80,00";"66,67";"66,67";"6"
"TUW-247741-ref9";"80,00";"66,67";"66,67";"6"
"TUW-247741-ref10";"100,00";"50,00";"50,00";"8"
"TUW-247741-ref11";"66,67";"44,44";"44,44";"9"
"TUW-247741-ref12";"100,00";"55,56";"55,56";"9"
"TUW-247741-ref13";"100,00";"50,00";"50,00";"10"
"TUW-247741-ref14";"100,00";"55,56";"55,56";"9"
"TUW-247741-ref15";"66,67";"44,44";"44,44";"9"
"TUW-247741-ref16";"75,00";"50,00";"50,00";"6"
"TUW-247741-ref17";"40,00";"25,00";"25,00";"8"
"TUW-247741-ref18";"100,00";"45,45";"45,45";"11"
"TUW-247741-ref19";"100,00";"55,56";"55,56";"9"
"TUW-247743-ref1";"100,00";"60,00";"60,00";"10"
"TUW-247743-ref2";"57,14";"40,00";"40,00";"10"
"TUW-247743-ref3";"57,14";"50,00";"44,44";"8"
"TUW-247743-ref4";"80,00";"50,00";"50,00";"8"
"TUW-247743-ref5";"71,43";"50,00";"50,00";"10"
"TUW-247743-ref6";"100,00";"57,14";"57,14";"7"
"TUW-247743-ref7";"83,33";"71,43";"71,43";"7"
"TUW-247743-ref8";"57,14";"40,00";"40,00";"10"
"TUW-247743-ref9";"60,00";"42,86";"42,86";"7"
"TUW-247743-ref11";"50,00";"37,50";"37,50";"8"
"TUW-247743-ref12";"83,33";"50,00";"50,00";"10"
"TUW-247743-ref13";"80,00";"44,44";"44,44";"9"
"TUW-247743-ref14";"60,00";"37,50";"37,50";"8"
"TUW-247743-ref16";"42,86";"42,86";"37,50";"7"
"TUW-247743-ref17";"50,00";"42,86";"42,86";"7"
"TUW-247743-ref18";"40,00";"25,00";"25,00";"8"
"TUW-247743-ref19";"83,33";"55,56";"55,56";"9"
"TUW-247743-ref20";"80,00";"44,44";"44,44";"9"
"TUW-247743-ref21";"50,00";"37,50";"37,50";"8"
"TUW-251544-ref1";"83,33";"50,00";"50,00";"10"
"TUW-251544-ref4";"33,33";"22,22";"20,00";"9"
"TUW-251544-ref6";"50,00";"33,33";"33,33";"6"
"TUW-251544-ref10";"25,00";"20,00";"14,29";"5"
"TUW-251544-ref11";"60,00";"44,44";"46,67";"6"
"TUW-252847-ref1";"100,00";"60,00";"60,00";"10"
"TUW-252847-ref2";"83,33";"50,00";"50,00";"10"
"TUW-252847-ref3";"80,00";"44,44";"44,44";"9"
"TUW-252847-ref4";"100,00";"37,50";"37,50";"8"
"TUW-252847-ref5";"75,00";"50,00";"50,00";"6"
"TUW-252847-ref6";"100,00";"50,00";"50,00";"8"
"TUW-252847-ref7";"100,00";"60,00";"60,00";"10"
"TUW-252847-ref8";"100,00";"62,50";"62,50";"8"
"TUW-252847-ref9";"100,00";"62,50";"62,50";"8"
"TUW-252847-ref10";"100,00";"62,50";"62,50";"8"
"TUW-252847-ref11";"100,00";"62,50";"62,50";"8"
"TUW-252847-ref12";"56,67";"40,48";"40,48";"7"
"TUW-252847-ref13";"56,67";"40,48";"40,48";"7"
"TUW-252847-ref14";"80,56";"69,05";"69,05";"7"
"TUW-252847-ref15";"75,00";"50,00";"50,00";"6"
"TUW-252847-ref16";"63,89";"47,92";"47,92";"8"
"TUW-252847-ref17";"56,00";"31,11";"31,11";"9"
"TUW-252847-ref18";"60,00";"50,00";"50,00";"6"
"TUW-255712-ref1";"75,00";"33,33";"33,33";"9"
"TUW-255712-ref2";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref3";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref4";"57,14";"40,00";"40,00";"10"
"TUW-255712-ref5";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref6";"50,00";"44,44";"44,44";"9"
"TUW-255712-ref7";"37,50";"27,27";"27,27";"11"
"TUW-255712-ref8";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref9";"50,00";"40,00";"36,36";"10"
"TUW-255712-ref10";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref11";"75,00";"33,33";"33,33";"9"
"TUW-255712-ref12";"75,00";"33,33";"33,33";"9"
"TUW-255712-ref13";"50,00";"50,00";"50,00";"6"
"TUW-255712-ref14";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref15";"57,14";"40,00";"40,00";"10"
"TUW-255712-ref16";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref17";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref18";"57,14";"40,00";"40,00";"10"
"TUW-255712-ref19";"83,33";"50,00";"50,00";"10"
"TUW-255712-ref20";"66,67";"40,00";"40,00";"10"
"TUW-255712-ref21";"28,57";"22,22";"18,18";"9"
"TUW-255712-ref22";"42,86";"27,27";"27,27";"11"
"TUW-255712-ref23";"42,86";"30,00";"30,00";"10"
"TUW-255712-ref24";"57,14";"40,00";"40,00";"10"
"TUW-255712-ref25";"57,14";"40,00";"40,00";"10"
"TUW-256654-ref1";"80,00";"80,00";"80,00";"5"
"TUW-256654-ref2";"40,00";"33,33";"33,33";"6"
"TUW-257397-ref1";"77,78";"46,67";"46,67";"10"
"TUW-257397-ref2";"100,00";"66,67";"66,67";"9"
"TUW-257397-ref3";"83,33";"50,00";"50,00";"10"
"TUW-257397-ref4";"77,78";"58,33";"53,85";"12"
"TUW-257397-ref5";"70,00";"38,89";"38,89";"9"
"TUW-257397-ref6";"75,00";"54,55";"50,00";"11"
"TUW-257397-ref7";"100,00";"60,00";"60,00";"10"
"TUW-257397-ref8";"70,41";"44,81";"41,07";"11"
"TUW-257397-ref9";"80,95";"51,52";"51,52";"11"
"TUW-257397-ref10";"100,00";"66,67";"66,67";"9"
"TUW-257397-ref11";"61,11";"40,74";"36,67";"9"
"TUW-257397-ref12";"71,43";"45,45";"41,67";"11"
"TUW-257397-ref13";"85,71";"60,00";"60,00";"10"
"TUW-257397-ref14";"75,00";"54,55";"50,00";"11"
"TUW-257397-ref15";"100,00";"62,50";"62,50";"8"
"TUW-257397-ref16";"85,71";"50,00";"50,00";"12"
"TUW-257397-ref17";"100,00";"66,67";"66,67";"6"
"TUW-257397-ref18";"75,00";"42,86";"42,86";"7"
"TUW-257397-ref19";"83,33";"55,56";"50,00";"9"
"TUW-257397-ref20";"100,00";"62,50";"62,50";"8"
"TUW-257397-ref21";"75,00";"54,55";"50,00";"11"
"TUW-257397-ref22";"100,00";"66,67";"66,67";"9"
"TUW-257397-ref23";"66,67";"44,44";"40,00";"9"
"TUW-257397-ref24";"85,71";"54,55";"50,00";"11"
"TUW-257397-ref25";"100,00";"60,00";"60,00";"10"
"TUW-257397-ref26";"71,43";"50,00";"45,45";"10"
"TUW-257397-ref27";"62,50";"41,67";"38,46";"12"
"TUW-257397-ref28";"85,71";"54,55";"54,55";"11"
"TUW-257870-ref1";"80,00";"57,14";"57,14";"7"
"TUW-257870-ref2";"100,00";"50,00";"50,00";"10"
"TUW-257870-ref3";"100,00";"54,55";"54,55";"11"
"Average";"70,98";"45,69";"44,80"
