"File";"Precision";"Recall";"F1"
"TUW-182899-ref37";"70,00";"50,00";"50,00"
"TUW-182899-ref38";"20,00";"14,29";"12,50"
"TUW-185321-ref1";"80,00";"44,44";"44,44"
"TUW-185441-ref1";"100,00";"90,00";"90,00"
"TUW-185441-ref2";"76,19";"59,26";"53,33"
"TUW-185441-ref3";"100,00";"77,78";"77,78"
"TUW-185441-ref4";"100,00";"88,89";"88,89"
"TUW-185441-ref5";"66,67";"50,00";"44,44"
"TUW-186227-ref1";"80,00";"57,14";"57,14"
"TUW-186227-ref2";"100,00";"90,00";"90,00"
"TUW-186227-ref3";"75,00";"60,00";"54,55"
"TUW-186227-ref4";"100,00";"90,00";"90,00"
"TUW-186227-ref5";"100,00";"90,00";"90,00"
"TUW-186227-ref6";"100,00";"90,00";"90,00"
"TUW-186227-ref7";"100,00";"62,50";"62,50"
"TUW-189842-ref4";"50,00";"50,00";"40,00"
