"path";"PDF";"original";"extracted";"PublicationType";"Title";"Publicationtype";"Abstract";"Keywords";"Authors";"Emails";"Author-Emails";"Affiliations";"Author-Affiliations";"Source";"Volume";"Issue";"Page from";"Page to";"Date";"Doi";"Sections";"Section-Levels";"Section-References";"References";"Precision";"Recall";"F1"
"TUW-223973";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-223973.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-223973-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-223973-xstream.xml"")";"Buchbeiträge";"0,00";"0,00";"0,00";"0,00";"80,00";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"62,50";"0,00";"0,00";"97,78";"59,52";"22,84";"21,84"
"TUW-225252";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-225252.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-225252-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-225252-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"NA";"NA";"88,89";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"66,67";"0,00";"0,00";"100,00";"86,67";"40,74";"39,51"
"TUW-226000";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-226000.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-226000-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-226000-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"80,00";"0,00";"0,00";"84,61";"67,92";"23,51";"24,06"
"TUW-226016";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-226016.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-226016-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-226016-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"42,86";"0,00";"0,00";"0,00";"18,18";"3,21";"3,90"
"TUW-228620";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-228620.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-228620-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-228620-xstream.xml"")";"Zeitschriftenartikel";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"0,00";"0,00";"NA";"0,00";"98,88";"25,00";"6,98";"7,06"
"TUW-231707";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-231707.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-231707-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-231707-xstream.xml"")";"Buchbeiträge";"100,00";"0,00";"0,00";"NA";"66,67";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"52,63";"0,00";"0,00";"100,00";"80,36";"34,17";"31,93"
"TUW-233317";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-233317.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-233317-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-233317-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"60,00";"0,00";"0,00";"100,00";"65,00";"20,00";"20,00"
"TUW-233657";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-233657.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-233657-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-233657-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"0,00";"50,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"62,50";"0,00";"0,00";"91,67";"80,36";"22,32";"23,40"
"TUW-236063";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-236063.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-236063-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-236063-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"0,00";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"85,71";"0,00";"0,00";"100,00";"68,75";"30,00";"28,57"
"TUW-236120";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-236120.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-236120-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-236120-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"47,06";"0,00";"0,00";"73,33";"70,00";"14,71";"16,95"
"TUW-237297";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-237297.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-237297-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-237297-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"100,00";"NA";"NA";"NA";"NA";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"50,00";"NA";"0,00";"82,35";"55,21";"30,86";"25,82"
"TUW-240858";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-240858.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-240858-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-240858-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"66,67";"0,00";"0,00";"92,31";"64,74";"21,58";"21,58"
"TUW-245336";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-245336.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-245336-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-245336-xstream.xml"")";"Buchbeiträge";"100,00";"0,00";"0,00";"NA";"66,67";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"66,67";"0,00";"0,00";"97,78";"75,00";"49,46";"41,39"
"TUW-245799";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-245799.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-245799-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-245799-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"28,57";"0,00";"0,00";"92,31";"83,33";"15,82";"16,99"
"TUW-247301";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-247301.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-247301-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-247301-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"NA";"NA";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"85,71";"0,00";"0,00";"100,00";"68,75";"27,27";"25,97"
"TUW-247741";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-247741.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-247741-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-247741-xstream.xml"")";"Beiträge in Tagungsbänden";"0,00";"0,00";"0,00";"0,00";"33,33";"NA";"NA";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"63,16";"0,00";"0,00";"100,00";"52,08";"15,66";"16,37"
"TUW-247743";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-247743.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-247743-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-247743-xstream.xml"")";"Diplom- oder Masterarbeiten";"0,00";"0,00";"0,00";"NA";"66,67";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"0,00";"NA";"0,00";"0,00";"0,00";"95,00";"37,50";"17,32";"14,70"
"TUW-251544";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-251544.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-251544-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-251544-xstream.xml"")";"Zeitschriftenartikel";"100,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"50,00";"0,00";"0,00";"62,50";"68,75";"14,07";"16,35"
"TUW-252847";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-252847.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-252847-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-252847-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"55,55";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"93,33";"0,00";"0,00";"100,00";"82,29";"29,49";"26,84"
"TUW-255712";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-255712.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-255712-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-255712-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"66,67";"NA";"NA";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"50,00";"NA";"0,00";"100,00";"70,83";"44,44";"35,19"
"TUW-256654";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-256654.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-256654-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-256654-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"NA";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"66,67";"0,00";"0,00";"100,00";"67,86";"21,88";"22,22"
"TUW-257397";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-257397.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-257397-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-257397-xstream.xml"")";"Buchbeiträge";"100,00";"0,00";"0,00";"NA";"66,67";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"NA";"61,54";"0,00";"0,00";"98,25";"79,17";"29,47";"27,20"
"TUW-257870";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\groundtruth\TUW-257870.pdf"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\result\result-TUW-257870-xstream.xml"")";"=HYPERLINK(""D:\Java\git\MethodDemosGit-heuristic\MethodDemos\output\extracted\parscit\parscit-TUW-257870-xstream.xml"")";"Beiträge in Tagungsbänden";"100,00";"0,00";"0,00";"0,00";"40,00";"0,00";"0,00";"0,00";"0,00";"0,00";"NA";"NA";"NA";"NA";"NA";"NA";"50,00";"NA";"0,00";"100,00";"69,05";"23,85";"22,31"
