"";"Cermine";"";"";"Grobid";"";"";"ParsCit";"";"";"PDFX";"";""
"Id";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1"
"TUW-141140-ref8";"25,00";"7,14";"7,14";"60,00";"42,86";"42,86";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-141336-ref1";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-141336-ref2";"100,00";"75,00";"75,00";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-141336-ref3";"85,71";"61,11";"62,96";"100,00";"77,78";"77,78";"70,00";"38,89";"38,89";"NAN";"0,00";"0,00"
"TUW-141336-ref4";"90,48";"70,37";"70,37";"100,00";"88,89";"88,89";"73,33";"40,74";"40,74";"NAN";"0,00";"0,00"
"TUW-141336-ref5";"100,00";"42,86";"42,86";"75,00";"42,86";"42,86";"20,00";"14,29";"14,29";"NAN";"0,00";"0,00"
"TUW-141336-ref6";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-141336-ref7";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-141336-ref8";"40,00";"25,00";"22,22";"83,33";"62,50";"62,50";"50,00";"12,50";"12,50";"NAN";"0,00";"0,00"
"TUW-141336-ref9";"66,67";"50,00";"50,00";"78,57";"68,75";"68,75";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141336-ref10";"100,00";"75,00";"75,00";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-141336-ref11";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-141336-ref12";"71,43";"71,43";"55,56";"85,71";"85,71";"75,00";"40,00";"28,57";"22,22";"NAN";"0,00";"0,00"
"TUW-141336-ref13";"50,00";"20,00";"16,67";"100,00";"80,00";"80,00";"25,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-141336-ref14";"83,33";"62,50";"62,50";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-141618-ref1";"66,67";"33,33";"33,33";"25,00";"16,67";"14,29";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141618-ref2";"83,33";"38,10";"36,73";"83,33";"71,43";"71,43";"66,67";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-141618-ref3";"85,71";"66,67";"66,67";"75,00";"66,67";"66,67";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-141618-ref4";"44,44";"26,67";"26,67";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref5";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"71,43";"66,67";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-141618-ref6";"notMatched";"notMatched";"notMatched";"65,00";"52,22";"52,11";"80,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref7";"45,24";"50,00";"36,11";"83,33";"71,43";"71,43";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-141618-ref8";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"60,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref9";"notMatched";"notMatched";"notMatched";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141618-ref10";"notMatched";"notMatched";"notMatched";"45,00";"38,89";"32,65";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141618-ref11";"notMatched";"notMatched";"notMatched";"87,50";"77,78";"77,78";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-141618-ref12";"notMatched";"notMatched";"notMatched";"50,00";"60,00";"42,86";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref13";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"60,00";"50,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-141618-ref14";"notMatched";"notMatched";"notMatched";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141618-ref15";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"60,00";"100,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref16";"91,67";"61,11";"61,11";"83,33";"55,56";"55,56";"95,83";"42,59";"42,59";"notMatched";"notMatched";"notMatched"
"TUW-141618-ref17";"87,50";"43,75";"43,75";"85,71";"75,00";"75,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-141618-ref18";"50,00";"25,00";"25,00";"71,43";"62,50";"55,56";"60,00";"37,50";"33,33";"NAN";"0,00";"0,00"
"TUW-141618-ref19";"50,00";"30,00";"30,00";"80,00";"65,00";"64,44";"43,75";"35,00";"35,00";"NAN";"0,00";"0,00"
"TUW-141618-ref20";"83,33";"35,71";"35,71";"83,33";"71,43";"71,43";"83,33";"71,43";"71,43";"NAN";"0,00";"0,00"
"TUW-141618-ref21";"100,00";"60,00";"60,00";"75,00";"60,00";"60,00";"100,00";"80,00";"80,00";"NAN";"0,00";"0,00"
"TUW-141618-ref22";"100,00";"60,00";"60,00";"75,00";"60,00";"60,00";"100,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref23";"92,86";"74,07";"73,02";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141618-ref24";"12,50";"6,67";"5,71";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"NAN";"0,00";"0,00"
"TUW-141618-ref25";"38,10";"25,00";"23,64";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref26";"90,48";"72,22";"71,11";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-141618-ref27";"75,00";"42,86";"42,86";"80,00";"57,14";"57,14";"100,00";"71,43";"71,43";"NAN";"0,00";"0,00"
"TUW-141618-ref28";"91,67";"57,14";"54,29";"66,67";"57,14";"50,00";"100,00";"71,43";"71,43";"NAN";"0,00";"0,00"
"TUW-141618-ref29";"83,33";"33,33";"33,33";"50,00";"40,00";"33,33";"75,00";"60,00";"50,00";"NAN";"0,00";"0,00"
"TUW-141618-ref30";"notMatched";"notMatched";"notMatched";"91,67";"68,75";"68,75";"26,67";"15,63";"16,07";"NAN";"0,00";"0,00"
"TUW-141618-ref31";"66,67";"40,00";"40,00";"75,00";"60,00";"60,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref32";"70,00";"38,89";"38,89";"87,50";"77,78";"77,78";"66,67";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-141618-ref33";"90,48";"72,22";"71,11";"87,50";"77,78";"77,78";"100,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-141618-ref34";"66,67";"28,57";"28,57";"50,00";"28,57";"28,57";"100,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-141618-ref35";"8,33";"6,25";"5,00";"33,33";"25,00";"20,00";"66,67";"50,00";"40,00";"NAN";"0,00";"0,00"
"TUW-141618-ref36";"44,44";"26,67";"26,67";"50,00";"40,00";"40,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-141618-ref37";"100,00";"66,67";"66,67";"87,50";"77,78";"77,78";"100,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-141758-ref1";"notMatched";"notMatched";"notMatched";"77,78";"50,00";"48,00";"66,67";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref2";"notMatched";"notMatched";"notMatched";"83,33";"71,43";"71,43";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref3";"98,08";"72,77";"73,15";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref4";"91,25";"63,91";"64,49";"83,33";"71,43";"71,43";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref5";"98,46";"68,57";"69,39";"80,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref6";"80,00";"57,14";"57,14";"83,33";"71,43";"71,43";"100,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref7";"85,71";"66,67";"66,67";"66,67";"66,67";"60,00";"80,00";"40,74";"42,22";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref8";"85,71";"66,67";"66,67";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref9";"0,00";"0,00";"0,00";"100,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref10";"notMatched";"notMatched";"notMatched";"87,50";"77,78";"77,78";"94,29";"52,38";"52,38";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref11";"83,33";"62,50";"62,50";"85,71";"75,00";"75,00";"100,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref12";"notMatched";"notMatched";"notMatched";"46,67";"41,67";"34,29";"50,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref13";"50,00";"11,11";"11,11";"33,33";"11,11";"11,11";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref14";"notMatched";"notMatched";"notMatched";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref15";"notMatched";"notMatched";"notMatched";"100,00";"83,33";"83,33";"40,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref16";"notMatched";"notMatched";"notMatched";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref17";"notMatched";"notMatched";"notMatched";"95,24";"87,50";"85,00";"100,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref18";"notMatched";"notMatched";"notMatched";"80,95";"75,00";"64,44";"75,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref19";"notMatched";"notMatched";"notMatched";"25,00";"16,67";"14,29";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref20";"notMatched";"notMatched";"notMatched";"87,50";"70,00";"70,00";"53,57";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref21";"notMatched";"notMatched";"notMatched";"83,33";"70,00";"68,00";"75,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref22";"50,00";"11,11";"11,11";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref23";"notMatched";"notMatched";"notMatched";"33,33";"11,11";"11,11";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref24";"85,71";"66,67";"66,67";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref25";"85,71";"66,67";"66,67";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref26";"100,00";"71,43";"71,43";"60,00";"42,86";"42,86";"66,67";"28,57";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref27";"80,00";"57,14";"57,14";"88,89";"78,57";"77,14";"100,00";"71,43";"71,43";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref28";"35,71";"15,38";"15,34";"33,33";"14,29";"14,29";"50,00";"28,57";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref29";"75,00";"50,00";"50,00";"60,00";"50,00";"42,86";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref30";"71,43";"55,56";"55,56";"75,00";"66,67";"66,67";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref31";"50,00";"14,29";"14,29";"25,00";"14,29";"12,50";"33,33";"14,29";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref32";"87,14";"67,78";"67,78";"87,50";"77,78";"77,78";"66,67";"22,22";"22,22";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref33";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"60,00";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref34";"100,00";"11,11";"11,11";"25,00";"11,11";"10,00";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref35";"0,00";"0,00";"0,00";"25,00";"14,29";"12,50";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref36";"0,00";"0,00";"0,00";"66,67";"28,57";"28,57";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref37";"50,00";"14,29";"14,29";"33,33";"14,29";"12,50";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref38";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref39";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref40";"83,33";"62,50";"62,50";"85,71";"75,00";"75,00";"100,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref41";"50,00";"11,11";"11,11";"80,95";"66,67";"64,44";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref42";"0,00";"0,00";"0,00";"50,00";"14,29";"14,29";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref43";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref44";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref45";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"50,00";"20,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref46";"100,00";"11,11";"11,11";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref47";"notMatched";"notMatched";"notMatched";"75,00";"50,00";"50,00";"100,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref48";"100,00";"14,29";"14,29";"33,33";"14,29";"14,29";"37,50";"23,81";"22,45";"notMatched";"notMatched";"notMatched"
"TUW-141758-ref49";"notMatched";"notMatched";"notMatched";"25,00";"14,29";"14,29";"50,00";"28,57";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-168222-ref1";"100,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched";"50,00";"40,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-168222-ref2";"100,00";"40,00";"40,00";"notMatched";"notMatched";"notMatched";"50,00";"40,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-168222-ref3";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched";"50,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-169511-ref1";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"100,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-169511-ref2";"60,00";"37,50";"37,50";"66,67";"50,00";"44,44";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-169511-ref3";"88,89";"35,71";"36,73";"50,00";"28,57";"28,57";"58,33";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-169511-ref4";"66,67";"50,00";"44,44";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-169511-ref5";"92,86";"72,22";"72,22";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-169511-ref6";"100,00";"68,75";"70,83";"92,86";"81,25";"81,25";"87,50";"43,75";"43,75";"NAN";"0,00";"0,00"
"TUW-174216-ref1";"33,33";"14,29";"14,29";"50,00";"28,57";"28,57";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-174216-ref2";"50,00";"20,00";"20,00";"33,33";"40,00";"28,57";"100,00";"66,67";"70,00";"NAN";"0,00";"0,00"
"TUW-174216-ref3";"60,00";"30,00";"27,27";"notMatched";"notMatched";"notMatched";"27,78";"14,00";"15,00";"NAN";"0,00";"0,00"
"TUW-174216-ref4";"16,67";"10,00";"10,00";"notMatched";"notMatched";"notMatched";"100,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-174216-ref5";"50,00";"16,67";"16,67";"notMatched";"notMatched";"notMatched";"60,00";"41,67";"44,44";"NAN";"0,00";"0,00"
"TUW-174216-ref6";"40,00";"20,00";"20,00";"notMatched";"notMatched";"notMatched";"50,00";"25,00";"26,67";"NAN";"0,00";"0,00"
"TUW-174216-ref7";"0,00";"0,00";"0,00";"12,50";"20,00";"11,11";"33,33";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-174216-ref8";"60,00";"30,00";"30,00";"notMatched";"notMatched";"notMatched";"50,00";"23,33";"25,00";"NAN";"0,00";"0,00"
"TUW-174216-ref9";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"33,33";"16,67";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref10";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched";"100,00";"37,04";"38,89";"NAN";"0,00";"0,00"
"TUW-174216-ref11";"60,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched";"100,00";"52,38";"54,29";"NAN";"0,00";"0,00"
"TUW-174216-ref12";"33,33";"20,00";"16,67";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-174216-ref13";"0,00";"0,00";"0,00";"50,00";"20,00";"16,67";"50,00";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-174216-ref14";"0,00";"0,00";"0,00";"33,33";"20,00";"16,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-174216-ref15";"0,00";"0,00";"0,00";"50,00";"20,00";"16,67";"50,00";"20,00";"20,00";"NAN";"0,00";"0,00"
"TUW-174216-ref16";"50,00";"20,00";"16,67";"33,33";"20,00";"16,67";"33,33";"20,00";"16,67";"NAN";"0,00";"0,00"
"TUW-174216-ref17";"notMatched";"notMatched";"notMatched";"83,33";"62,50";"62,50";"80,00";"43,75";"40,74";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref18";"60,00";"42,86";"42,86";"100,00";"78,57";"80,95";"100,00";"50,00";"52,38";"NAN";"0,00";"0,00"
"TUW-174216-ref19";"50,00";"28,57";"25,00";"33,33";"42,86";"27,27";"40,00";"17,14";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref20";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched";"50,00";"25,93";"27,78";"NAN";"0,00";"0,00"
"TUW-174216-ref21";"33,33";"16,67";"16,67";"notMatched";"notMatched";"notMatched";"40,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-174216-ref22";"33,33";"16,67";"16,67";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref23";"50,00";"20,00";"16,67";"0,00";"0,00";"0,00";"75,00";"50,00";"53,33";"NAN";"0,00";"0,00"
"TUW-174216-ref24";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched";"100,00";"53,57";"55,10";"NAN";"0,00";"0,00"
"TUW-174216-ref25";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"60,00";"60,00";"50,00";"NAN";"0,00";"0,00"
"TUW-174216-ref26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"50,00";"20,00";"20,00";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref27";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"33,33";"16,67";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-174216-ref28";"0,00";"0,00";"0,00";"40,00";"28,57";"28,57";"20,00";"14,29";"12,50";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref1";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"50,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref2";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref3";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"50,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref4";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"93,33";"51,85";"51,85";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref5";"notMatched";"notMatched";"notMatched";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref6";"notMatched";"notMatched";"notMatched";"87,50";"77,78";"77,78";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref7";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref8";"notMatched";"notMatched";"notMatched";"83,33";"62,50";"62,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref9";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref10";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref11";"notMatched";"notMatched";"notMatched";"53,33";"44,44";"38,10";"66,67";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref12";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"50,00";"35,00";"35,00";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref13";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref14";"77,78";"50,00";"41,67";"87,50";"58,33";"58,33";"80,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref15";"66,67";"44,44";"44,44";"100,00";"88,89";"88,89";"100,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref16";"notMatched";"notMatched";"notMatched";"33,33";"16,67";"16,67";"33,33";"16,67";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref17";"60,00";"33,33";"33,33";"96,88";"86,11";"86,11";"75,00";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref18";"50,00";"14,29";"14,29";"100,00";"57,14";"57,14";"60,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-175428-ref19";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched"
"TUW-176087-ref1";"100,00";"74,07";"75,56";"87,50";"74,07";"75,56";"100,00";"51,85";"53,33";"NAN";"0,00";"0,00"
"TUW-176087-ref2";"100,00";"74,07";"75,56";"87,50";"74,07";"75,56";"100,00";"51,85";"53,33";"NAN";"0,00";"0,00"
"TUW-176087-ref3";"100,00";"74,07";"75,56";"87,50";"74,07";"75,56";"100,00";"51,85";"53,33";"NAN";"0,00";"0,00"
"TUW-176087-ref4";"100,00";"68,75";"70,83";"100,00";"81,25";"83,33";"100,00";"56,25";"58,33";"NAN";"0,00";"0,00"
"TUW-176087-ref5";"100,00";"68,75";"70,83";"100,00";"81,25";"83,33";"100,00";"56,25";"58,33";"NAN";"0,00";"0,00"
"TUW-176087-ref6";"100,00";"72,22";"74,07";"87,50";"72,22";"74,07";"100,00";"50,00";"51,85";"NAN";"0,00";"0,00"
"TUW-176087-ref7";"100,00";"72,22";"74,07";"87,50";"72,22";"74,07";"100,00";"50,00";"51,85";"NAN";"0,00";"0,00"
"TUW-176087-ref8";"100,00";"74,07";"75,56";"100,00";"85,19";"86,67";"100,00";"51,85";"53,33";"NAN";"0,00";"0,00"
"TUW-176087-ref9";"100,00";"77,78";"77,78";"77,78";"77,78";"70,00";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-176087-ref10";"100,00";"74,07";"75,56";"87,50";"74,07";"75,56";"100,00";"51,85";"53,33";"NAN";"0,00";"0,00"
"TUW-176087-ref11";"100,00";"74,07";"75,56";"100,00";"85,19";"86,67";"100,00";"51,85";"53,33";"NAN";"0,00";"0,00"
"TUW-176087-ref12";"100,00";"74,07";"75,56";"87,50";"74,07";"75,56";"100,00";"51,85";"53,33";"NAN";"0,00";"0,00"
"TUW-176087-ref13";"80,95";"62,96";"62,96";"100,00";"85,19";"86,67";"100,00";"51,85";"53,33";"NAN";"0,00";"0,00"
"TUW-177140-ref1";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"35,00";"21,88";"21,88";"NAN";"0,00";"0,00"
"TUW-177140-ref2";"77,78";"62,50";"60,00";"100,00";"87,50";"87,50";"75,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-177140-ref3";"100,00";"66,67";"66,67";"100,00";"88,89";"88,89";"53,33";"29,63";"29,63";"NAN";"0,00";"0,00"
"TUW-177140-ref4";"60,00";"42,86";"42,86";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-177140-ref5";"80,00";"44,44";"44,44";"87,50";"77,78";"70,00";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref6";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-177140-ref7";"80,00";"44,44";"44,44";"87,50";"77,78";"70,00";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref8";"80,00";"44,44";"44,44";"87,50";"77,78";"70,00";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref9";"60,00";"42,86";"42,86";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-177140-ref10";"80,00";"44,44";"44,44";"62,50";"55,56";"50,00";"50,00";"33,33";"30,00";"NAN";"0,00";"0,00"
"TUW-177140-ref11";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"50,00";"50,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-177140-ref12";"75,00";"33,33";"27,78";"50,00";"33,33";"28,57";"66,67";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref13";"60,00";"42,86";"42,86";"100,00";"85,71";"85,71";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
