"";"Cermine";"";"";"Grobid";"";"";"ParsCit";"";"";"PDFX";"";""
"Id";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1";"Precision";"Recall";"F1"
"TUW-177140-ref14";"80,00";"44,44";"44,44";"87,50";"77,78";"70,00";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-177140-ref15";"40,00";"28,57";"22,22";"62,50";"71,43";"50,00";"60,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-179146-ref1";"50,00";"21,43";"21,43";"100,00";"71,43";"71,43";"60,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-179146-ref2";"100,00";"60,00";"60,00";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"NAN";"0,00";"0,00"
"TUW-179146-ref3";"76,00";"54,29";"54,29";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-179146-ref4";"100,00";"75,00";"75,00";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-179146-ref5";"100,00";"50,00";"50,00";"60,00";"50,00";"42,86";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-179146-ref6";"100,00";"77,78";"77,78";"87,50";"77,78";"77,78";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-179146-ref7";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-179146-ref8";"95,83";"63,89";"63,89";"96,88";"86,11";"86,11";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-179146-ref9";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-179146-ref10";"100,00";"66,67";"66,67";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-179146-ref11";"75,00";"44,00";"44,44";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"NAN";"0,00";"0,00"
"TUW-179146-ref12";"91,67";"55,00";"55,00";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"NAN";"0,00";"0,00"
"TUW-179146-ref13";"60,00";"42,86";"42,86";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-179146-ref14";"100,00";"50,00";"50,00";"50,00";"33,33";"28,57";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-179146-ref15";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-179146-ref16";"100,00";"25,00";"25,00";"66,67";"50,00";"40,00";"100,00";"75,00";"75,00";"NAN";"0,00";"0,00"
"TUW-179146-ref17";"100,00";"50,00";"50,00";"50,00";"33,33";"28,57";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-179146-ref18";"100,00";"50,00";"50,00";"50,00";"33,33";"28,57";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-180162-ref1";"58,33";"35,00";"35,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref2";"66,67";"40,00";"40,00";"80,00";"80,00";"66,67";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref3";"70,00";"50,00";"50,00";"83,33";"71,43";"71,43";"62,50";"35,71";"35,71";"NAN";"0,00";"0,00"
"TUW-180162-ref4";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref5";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-180162-ref6";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-180162-ref7";"50,00";"25,00";"20,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-180162-ref8";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-180162-ref9";"33,33";"20,00";"20,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref10";"66,67";"35,00";"37,14";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref11";"66,67";"36,00";"37,78";"100,00";"80,00";"80,00";"75,00";"56,00";"57,78";"NAN";"0,00";"0,00"
"TUW-180162-ref12";"66,67";"40,00";"40,00";"80,00";"80,00";"66,67";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref13";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref14";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref15";"66,67";"40,00";"33,33";"100,00";"80,00";"80,00";"50,00";"40,00";"33,33";"NAN";"0,00";"0,00"
"TUW-180162-ref16";"notMatched";"notMatched";"notMatched";"33,33";"20,00";"14,29";"50,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-180162-ref17";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-180162-ref18";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref19";"0,00";"0,00";"0,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref20";"33,33";"16,67";"14,29";"100,00";"83,33";"83,33";"50,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-180162-ref21";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"NAN";"0,00";"0,00"
"TUW-180162-ref22";"66,67";"40,00";"40,00";"80,00";"80,00";"66,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-181199-ref1";"100,00";"40,00";"40,00";"75,00";"60,00";"50,00";"100,00";"80,00";"80,00";"NAN";"0,00";"0,00"
"TUW-181199-ref2";"80,00";"57,14";"57,14";"75,00";"85,71";"66,67";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-181199-ref3";"75,00";"42,86";"42,86";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-181199-ref4";"80,00";"50,00";"50,00";"100,00";"87,50";"87,50";"100,00";"62,50";"62,50";"NAN";"0,00";"0,00"
"TUW-181199-ref5";"80,00";"47,92";"48,86";"100,00";"87,50";"87,50";"100,00";"62,50";"62,50";"NAN";"0,00";"0,00"
"TUW-181199-ref6";"56,00";"38,10";"38,96";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-181199-ref7";"94,44";"70,83";"70,83";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"NAN";"0,00";"0,00"
"TUW-181199-ref8";"100,00";"75,00";"75,00";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-181199-ref9";"62,50";"42,86";"33,33";"85,71";"85,71";"75,00";"75,00";"42,86";"37,50";"NAN";"0,00";"0,00"
"TUW-181199-ref10";"0,00";"0,00";"0,00";"60,00";"60,00";"42,86";"25,00";"20,00";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-181199-ref11";"100,00";"75,00";"75,00";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-181199-ref12";"88,89";"66,67";"66,67";"100,00";"87,50";"87,50";"100,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-181199-ref13";"100,00";"33,33";"33,33";"60,00";"50,00";"42,86";"75,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-181199-ref14";"41,67";"25,00";"22,45";"100,00";"83,33";"83,33";"100,00";"83,33";"83,33";"NAN";"0,00";"0,00"
"TUW-181199-ref15";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"66,67";"38,10";"38,10";"NAN";"0,00";"0,00"
"TUW-181199-ref16";"60,00";"42,86";"42,86";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-182414-ref1";"50,00";"20,00";"20,00";"14,29";"10,00";"9,09";"25,00";"10,00";"9,09";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref2";"0,00";"0,00";"0,00";"50,00";"40,00";"33,33";"66,67";"40,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref3";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref4";"25,00";"20,00";"14,29";"notMatched";"notMatched";"notMatched";"33,33";"20,00";"20,00";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref5";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref6";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref7";"notMatched";"notMatched";"notMatched";"0,00";"0,00";"0,00";"25,00";"16,67";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref8";"0,00";"0,00";"0,00";"50,00";"40,00";"33,33";"40,00";"40,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref9";"50,00";"14,29";"14,29";"40,00";"28,57";"25,00";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref10";"16,67";"6,67";"8,00";"100,00";"73,33";"76,00";"37,50";"26,67";"28,00";"notMatched";"notMatched";"notMatched"
"TUW-182414-ref11";"85,71";"57,14";"58,33";"notMatched";"notMatched";"notMatched";"33,33";"11,11";"11,11";"notMatched";"notMatched";"notMatched"
"TUW-182899-ref1";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"25,00";"11,11";"11,11";"NAN";"0,00";"0,00"
"TUW-182899-ref2";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"33,33";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-182899-ref3";"notMatched";"notMatched";"notMatched";"33,33";"14,29";"14,29";"40,00";"28,57";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-182899-ref4";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-182899-ref5";"notMatched";"notMatched";"notMatched";"85,71";"60,00";"60,00";"20,00";"10,00";"10,00";"NAN";"0,00";"0,00"
"TUW-182899-ref6";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-182899-ref7";"notMatched";"notMatched";"notMatched";"100,00";"77,78";"77,78";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-182899-ref8";"notMatched";"notMatched";"notMatched";"100,00";"66,67";"68,57";"50,00";"38,10";"40,00";"NAN";"0,00";"0,00"
"TUW-182899-ref9";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"80,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-182899-ref10";"notMatched";"notMatched";"notMatched";"71,43";"50,00";"50,00";"40,00";"20,00";"20,00";"NAN";"0,00";"0,00"
"TUW-182899-ref11";"notMatched";"notMatched";"notMatched";"50,00";"33,33";"28,57";"33,33";"16,67";"16,67";"NAN";"0,00";"0,00"
"TUW-182899-ref12";"notMatched";"notMatched";"notMatched";"75,00";"50,00";"50,00";"25,00";"16,67";"16,67";"NAN";"0,00";"0,00"
"TUW-182899-ref13";"notMatched";"notMatched";"notMatched";"100,00";"83,33";"83,33";"25,00";"16,67";"14,29";"NAN";"0,00";"0,00"
"TUW-182899-ref14";"88,89";"38,10";"38,10";"80,00";"52,38";"54,29";"40,00";"23,81";"25,71";"NAN";"0,00";"0,00"
"TUW-182899-ref15";"100,00";"38,10";"40,00";"100,00";"66,67";"68,57";"75,00";"38,10";"40,00";"NAN";"0,00";"0,00"
"TUW-182899-ref16";"85,71";"66,67";"66,67";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-182899-ref17";"80,00";"44,44";"44,44";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-182899-ref18";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-182899-ref19";"100,00";"74,07";"75,56";"100,00";"85,19";"86,67";"80,00";"40,74";"42,22";"NAN";"0,00";"0,00"
"TUW-182899-ref20";"85,71";"66,67";"66,67";"100,00";"88,89";"88,89";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-182899-ref21";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-182899-ref22";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-182899-ref23";"66,67";"27,78";"30,00";"75,00";"44,44";"46,67";"25,00";"11,11";"13,33";"NAN";"0,00";"0,00"
"TUW-182899-ref24";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-182899-ref25";"50,00";"9,52";"11,43";"75,00";"38,10";"40,00";"25,00";"9,52";"11,43";"NAN";"0,00";"0,00"
"TUW-182899-ref26";"50,00";"16,67";"14,29";"100,00";"83,33";"83,33";"25,00";"16,67";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-182899-ref27";"notMatched";"notMatched";"notMatched";"75,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-182899-ref28";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"60,00";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-182899-ref29";"75,00";"42,86";"42,86";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"NAN";"0,00";"0,00"
"TUW-182899-ref30";"50,00";"20,00";"16,67";"100,00";"80,00";"80,00";"25,00";"20,00";"16,67";"notMatched";"notMatched";"notMatched"
"TUW-185321-ref1";"75,00";"37,50";"37,50";"75,00";"37,50";"37,50";"50,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-185441-ref1";"100,00";"74,07";"75,56";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-185441-ref2";"75,00";"33,33";"31,11";"72,22";"54,17";"48,15";"50,00";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-185441-ref3";"notMatched";"notMatched";"notMatched";"100,00";"75,00";"75,00";"75,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-185441-ref4";"60,00";"37,50";"37,50";"100,00";"87,50";"87,50";"60,00";"37,50";"37,50";"notMatched";"notMatched";"notMatched"
"TUW-185441-ref5";"100,00";"42,86";"42,86";"60,00";"42,86";"37,50";"50,00";"28,57";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-186227-ref1";"100,00";"33,33";"33,33";"75,00";"50,00";"50,00";"25,00";"16,67";"14,29";"notMatched";"notMatched";"notMatched"
"TUW-186227-ref2";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-186227-ref3";"100,00";"77,78";"77,78";"71,43";"55,56";"50,00";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-186227-ref4";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-186227-ref5";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-186227-ref6";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"notMatched";"notMatched";"notMatched"
"TUW-186227-ref7";"100,00";"28,57";"28,57";"60,00";"42,86";"37,50";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-189842-ref1";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"100,00";"44,44";"44,44";"NAN";"0,00";"0,00"
"TUW-189842-ref2";"notMatched";"notMatched";"notMatched";"50,00";"25,00";"27,78";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-189842-ref3";"notMatched";"notMatched";"notMatched";"100,00";"60,00";"60,00";"50,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-189842-ref4";"notMatched";"notMatched";"notMatched";"57,14";"57,14";"44,44";"100,00";"57,14";"57,14";"NAN";"0,00";"0,00"
"TUW-191715-ref1";"83,33";"62,50";"55,56";"60,00";"37,50";"37,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref2";"100,00";"40,00";"40,00";"100,00";"80,00";"80,00";"50,00";"40,00";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref3";"83,33";"55,56";"55,56";"100,00";"77,78";"77,78";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref4";"75,00";"42,86";"42,86";"100,00";"85,71";"85,71";"100,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref5";"93,33";"66,67";"66,67";"100,00";"85,71";"85,71";"66,67";"57,14";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref6";"100,00";"20,00";"20,00";"88,89";"60,00";"56,00";"88,89";"60,00";"56,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref7";"37,50";"20,00";"17,14";"66,67";"40,00";"40,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref8";"83,33";"55,56";"55,56";"100,00";"77,78";"77,78";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref9";"100,00";"44,44";"44,44";"100,00";"77,78";"77,78";"40,00";"22,22";"20,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref10";"100,00";"57,14";"57,14";"100,00";"85,71";"85,71";"80,00";"57,14";"57,14";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref11";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"91,67";"52,38";"52,38";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref12";"100,00";"77,78";"77,78";"100,00";"77,78";"77,78";"100,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref13";"notMatched";"notMatched";"notMatched";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref14";"75,00";"50,00";"48,21";"100,00";"75,00";"75,00";"80,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref15";"50,00";"20,00";"20,00";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref16";"37,50";"16,67";"14,29";"75,00";"50,00";"50,00";"80,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref17";"50,00";"16,67";"16,67";"50,00";"33,33";"28,57";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref18";"75,00";"42,86";"42,86";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref19";"75,00";"42,86";"42,86";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref20";"66,67";"40,00";"33,33";"75,00";"60,00";"50,00";"75,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref21";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref22";"100,00";"71,43";"71,43";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref23";"75,00";"42,86";"42,86";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref24";"80,00";"57,14";"57,14";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref25";"56,00";"42,86";"41,27";"100,00";"85,71";"85,71";"75,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref26";"100,00";"25,00";"25,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref27";"66,67";"40,00";"40,00";"100,00";"80,00";"80,00";"75,00";"60,00";"60,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref28";"100,00";"40,00";"40,00";"66,67";"40,00";"33,33";"66,67";"40,00";"40,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref29";"85,71";"75,00";"66,67";"100,00";"62,50";"62,50";"100,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref30";"25,00";"14,29";"10,71";"60,00";"42,86";"42,86";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref31";"100,00";"57,14";"57,14";"100,00";"85,71";"85,71";"100,00";"71,43";"71,43";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref32";"93,33";"60,00";"57,78";"100,00";"80,00";"80,00";"100,00";"80,00";"80,00";"notMatched";"notMatched";"notMatched"
"TUW-191715-ref33";"66,67";"33,33";"33,33";"100,00";"66,67";"66,67";"60,00";"50,00";"50,00";"notMatched";"notMatched";"notMatched"
"TUW-191977-ref1";"66,67";"33,33";"33,33";"100,00";"66,67";"66,67";"80,00";"66,67";"66,67";"NAN";"0,00";"0,00"
"TUW-191977-ref2";"100,00";"33,33";"33,33";"100,00";"66,67";"66,67";"80,00";"66,67";"66,67";"NAN";"0,00";"0,00"
"TUW-191977-ref3";"25,00";"11,11";"10,00";"50,00";"27,78";"30,00";"66,67";"27,78";"30,00";"NAN";"0,00";"0,00"
"TUW-191977-ref4";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched";"notMatched"
"TUW-191977-ref5";"100,00";"77,78";"77,78";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-191977-ref6";"85,71";"66,67";"66,67";"100,00";"88,89";"88,89";"100,00";"55,56";"55,56";"NAN";"0,00";"0,00"
"TUW-192724-ref1";"100,00";"50,00";"50,00";"41,67";"33,33";"23,33";"60,00";"50,00";"42,86";"NAN";"0,00";"0,00"
"TUW-192724-ref2";"100,00";"33,33";"33,33";"80,00";"66,67";"57,14";"75,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-192724-ref3";"75,00";"33,33";"27,78";"75,00";"50,00";"42,86";"60,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-192724-ref4";"0,00";"0,00";"0,00";"75,00";"60,00";"50,00";"60,00";"60,00";"50,00";"NAN";"0,00";"0,00"
"TUW-192724-ref5";"22,22";"14,29";"10,00";"60,00";"42,86";"37,50";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-192724-ref6";"66,67";"33,33";"28,57";"66,67";"33,33";"28,57";"66,67";"33,33";"33,33";"NAN";"0,00";"0,00"
"TUW-192724-ref7";"11,11";"7,14";"5,00";"100,00";"85,71";"85,71";"50,00";"28,57";"25,00";"NAN";"0,00";"0,00"
"TUW-192724-ref8";"40,00";"13,33";"10,00";"50,00";"40,00";"33,33";"50,00";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-192724-ref9";"66,67";"33,33";"28,57";"80,00";"66,67";"66,67";"notMatched";"notMatched";"notMatched";"NAN";"0,00";"0,00"
"TUW-192724-ref10";"93,75";"44,44";"42,86";"80,95";"62,96";"62,96";"66,67";"22,22";"22,22";"NAN";"0,00";"0,00"
"TUW-192724-ref11";"13,33";"12,50";"7,14";"50,00";"37,50";"33,33";"33,33";"25,00";"25,00";"NAN";"0,00";"0,00"
"TUW-192724-ref12";"37,50";"10,71";"10,71";"80,00";"57,14";"57,14";"50,00";"28,57";"28,57";"NAN";"0,00";"0,00"
"TUW-192724-ref13";"33,33";"8,33";"6,67";"75,00";"50,00";"42,86";"60,00";"50,00";"50,00";"NAN";"0,00";"0,00"
"TUW-192724-ref14";"100,00";"33,33";"33,33";"75,00";"50,00";"42,86";"40,00";"33,33";"28,57";"NAN";"0,00";"0,00"
"TUW-192724-ref15";"notMatched";"notMatched";"notMatched";"100,00";"80,00";"80,00";"66,67";"40,00";"40,00";"NAN";"0,00";"0,00"
"TUW-192724-ref16";"66,67";"40,00";"33,33";"50,00";"40,00";"27,78";"75,00";"60,00";"50,00";"NAN";"0,00";"0,00"
"TUW-194085-ref1";"notMatched";"notMatched";"notMatched";"25,00";"16,67";"14,29";"66,67";"33,33";"33,33";"notMatched";"notMatched";"notMatched"
"TUW-194085-ref2";"notMatched";"notMatched";"notMatched";"80,00";"66,67";"57,14";"40,00";"33,33";"28,57";"notMatched";"notMatched";"notMatched"
"TUW-194085-ref3";"notMatched";"notMatched";"notMatched";"40,00";"33,33";"28,57";"0,00";"0,00";"0,00";"notMatched";"notMatched";"notMatched"
"TUW-194085-ref4";"notMatched";"notMatched";"notMatched";"100,00";"87,50";"87,50";"40,00";"25,00";"25,00";"notMatched";"notMatched";"notMatched"
"TUW-194085-ref5";"notMatched";"notMatched";"notMatched";"100,00";"88,89";"88,89";"80,00";"44,44";"44,44";"notMatched";"notMatched";"notMatched"
